maintenance_id,service_id,equipment_id,equipment_type,equipment_model_class,site_id,maintenance_date,maintenance_type,priority,operating_hours,component,failure_mode,reported_symptom,probable_cause,work_performed,parts_materials,technician_id,labor_hours,downtime_hours,material_cost,labor_cost,total_cost,status
MR-00359,SR-00359,EQ-0106,Hydraulic Excavator,30T Class Excavator,SITE-04,2024-10-27,Condition-Based,Medium,5171,Fuel System,Cylinder seal wear,travel function loses power on incline,worn pump components,checked accumulator pre-charge and restored it to service specification,Return filter element,TECH-0532,9.1,5.05,61088.41,6101.47,67189.88,Completed
MR-00360,SR-00360,EQ-0054,Crawler Dozer,25T Class Dozer,SITE-01,2022-03-10,Corrective,Medium,12206,Accumulator,Valve sticking,swing movement is slow,damaged hydraulic hose,inspected suction line for air ingress and corrected the connection,Return filter element,TECH-0164,14.15,1.13,43451.23,9830.35,53281.58,Completed
MR-00361,SR-00361,EQ-0153,Motor Grader,16M Class Grader,SITE-04,2025-09-30,Corrective,High,15891,Pilot Valve,Line restriction,travel function loses power on incline,damaged hydraulic hose,replaced restricted hydraulic filter and checked contamination source,Hydraulic hose,TECH-0351,8.88,6.53,55816.24,6667.96,62484.2,Completed
MR-00362,SR-00362,EQ-0087,Hydraulic Excavator,30T Class Excavator,SITE-05,2023-01-16,Preventive,Medium,7693,Arm Cylinder,Restricted flow,hydraulic flow is low at operating temperature,internal cylinder leakage,checked pressure and flow at operating temperature,Pilot filter,TECH-0997,5.34,4.95,6038.4,4191.38,10229.78,Completed - Monitor
MR-00363,SR-00363,EQ-0207,Hydraulic Excavator,30T Class Excavator,SITE-01,2024-01-31,Corrective,Medium,17194,Hydraulic Hose,External leakage,visible oil leak near hydraulic line,high oil temperature,inspected valve spool movement and cleaned the valve assembly,Hydraulic line fittings,TECH-0946,4.31,8.07,32714.19,3233.05,35947.24,Completed
MR-00364,SR-00364,EQ-0103,Hydraulic Excavator,35T Class Excavator,SITE-06,2022-03-30,Corrective,Medium,11908,Bucket Cylinder,Line restriction,hydraulic oil appears contaminated,sticking spool valve,inspected suction line for air ingress and corrected the connection,Hydraulic hose,TECH-0010,14.43,1.83,13867.74,11580.19,25447.93,Completed
MR-00365,SR-00365,EQ-0175,Hydraulic Excavator,20T Class Excavator,SITE-05,2023-05-28,Corrective,High,6049,Hydraulic Cooler,Internal leakage,visible oil leak near hydraulic line,restricted return filter,replaced damaged seal kit and performed leak test,Hydraulic hose,TECH-0154,12.69,3.1,50408.82,8374.83,58783.65,Completed
MR-00366,SR-00366,EQ-0046,Hydraulic Excavator,20T Class Excavator,SITE-08,2024-05-31,Inspection,Low,4999,Swing Motor,Cooler restriction,swing movement is slow,restricted hydraulic line,cleaned cooler and verified hydraulic oil temperature,Pump seal kit,TECH-0735,4.16,10.73,38480.52,3688.39,42168.91,Completed - Monitor
MR-00367,SR-00367,EQ-0169,Hydraulic Excavator,30T Class Excavator,SITE-07,2025-10-13,Preventive,Medium,14844,Fuel System,Pump wear,hydraulic flow is low at operating temperature,low pilot supply pressure,inspected suction line for air ingress and corrected the connection,Hydraulic hose,TECH-0935,14.7,3.68,40962.06,15844.71,56806.77,Closed
MR-00368,SR-00368,EQ-0154,Wheel Loader,25T Class Wheel Loader,SITE-05,2022-01-19,Corrective,Low,5553,Main Control Valve,Valve sticking,reduced digging force,degraded hydraulic fluid,tested pilot pressure and inspected pilot circuit,Cylinder seal kit,TECH-0919,15.97,6.27,16909.17,16042.14,32951.31,Completed
MR-00369,SR-00369,EQ-0018,Hydraulic Excavator,45T Class Excavator,SITE-07,2023-07-07,Corrective,High,9012,Engine Cooling System,External leakage,swing movement is slow,worn pump components,"drained contaminated oil, flushed circuit and refilled with filtered oil",Pilot filter,TECH-0504,4.2,8.32,10594.63,3710.94,14305.57,Completed
MR-00370,SR-00370,EQ-0108,Hydraulic Excavator,45T Class Excavator,SITE-03,2024-06-16,Condition-Based,Medium,6983,Travel Motor,Cooler restriction,filter restriction indicator activated,blocked cooler core,checked pump output and inspected for internal leakage,Accumulator charging kit,TECH-0444,2.78,7.17,22918.69,1477.79,24396.48,Completed
MR-00371,SR-00371,EQ-0083,Wheel Loader,20T Class Wheel Loader,SITE-04,2025-04-15,Preventive,Medium,2338,Main Control Valve,External leakage,reduced digging force,contaminated hydraulic oil,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic hose,TECH-0289,9.85,6.35,42476.88,8072.96,50549.84,Follow-up Required
MR-00372,SR-00372,EQ-0207,Hydraulic Excavator,30T Class Excavator,SITE-01,2025-01-15,Corrective,Medium,15894,Boom Cylinder,Air ingress,travel function loses power on incline,air entering suction line,replaced damaged hose and pressure-tested the circuit,No replacement part,TECH-0823,0.75,4.63,31690.26,737.87,32428.13,Completed
MR-00373,SR-00373,EQ-0092,Wheel Loader,25T Class Wheel Loader,SITE-06,2023-11-22,Corrective,Medium,11434,Engine Cooling System,Low pilot pressure,hydraulic flow is low at operating temperature,contaminated hydraulic oil,checked accumulator pre-charge and restored it to service specification,Accumulator charging kit,TECH-0391,1.46,3.14,32934.35,1467.94,34402.29,Completed
MR-00374,SR-00374,EQ-0050,Hydraulic Excavator,45T Class Excavator,SITE-04,2024-05-21,Corrective,Low,18048,Hydraulic Line,Cooler restriction,pilot pressure below expected range,damaged hydraulic hose,checked pump output and inspected for internal leakage,Return filter element,TECH-0145,9.16,7.78,15581.81,8087.87,23669.68,Completed
MR-00375,SR-00375,EQ-0178,Crawler Dozer,35T Class Dozer,SITE-04,2025-02-25,Corrective,Medium,17722,Hydraulic Line,Restricted flow,hydraulic oil appears contaminated,restricted return filter,inspected valve spool movement and cleaned the valve assembly,Pilot filter,TECH-0656,5.18,7.35,55533.11,4567.3,60100.41,Completed
MR-00376,SR-00376,EQ-0020,Wheel Loader,20T Class Wheel Loader,SITE-02,2022-12-06,Corrective,Medium,3171,Hydraulic Filter,Valve sticking,swing movement is slow,damaged hydraulic hose,checked accumulator pre-charge and restored it to service specification,Hydraulic hose,TECH-0330,10.34,4.0,60880.69,7404.52,68285.21,Completed
MR-00377,SR-00377,EQ-0114,Motor Grader,16M Class Grader,SITE-02,2024-06-20,Condition-Based,Medium,8824,Hydraulic Hose,Filter blockage,pilot pressure below expected range,sticking spool valve,checked accumulator pre-charge and restored it to service specification,Accumulator charging kit,TECH-0257,6.12,8.44,30151.44,5456.19,35607.63,Closed
MR-00378,SR-00378,EQ-0060,Motor Grader,14M Class Grader,SITE-08,2023-04-19,Corrective,Medium,3370,Hydraulic Filter,Pump wear,hydraulic response is jerky,restricted return filter,inspected suction line for air ingress and corrected the connection,Pump seal kit,TECH-0436,12.2,4.86,21403.46,5962.77,27366.23,Completed
MR-00379,SR-00379,EQ-0004,Hydraulic Excavator,35T Class Excavator,SITE-03,2025-08-21,Preventive,High,8853,Fuel System,Line restriction,reduced digging force,air entering suction line,"drained contaminated oil, flushed circuit and refilled with filtered oil",Pump seal kit,TECH-0641,10.64,4.92,47958.83,11095.34,59054.17,Closed
MR-00380,SR-00380,EQ-0049,Hydraulic Excavator,45T Class Excavator,SITE-03,2025-12-12,Preventive,Medium,14396,Accumulator,Valve sticking,hydraulic oil appears contaminated,restricted return filter,replaced restricted hydraulic filter and checked contamination source,Hydraulic hose,TECH-0576,3.17,2.03,36211.18,2409.08,38620.26,Completed
MR-00381,SR-00381,EQ-0188,Hydraulic Excavator,45T Class Excavator,SITE-07,2025-08-18,Preventive,Medium,6504,Hydraulic Filter,Air ingress,reduced digging force,restricted hydraulic line,replaced restricted hydraulic filter and checked contamination source,Return filter element,TECH-0779,11.99,2.3,47366.2,12820.42,60186.62,Completed
MR-00382,SR-00382,EQ-0160,Wheel Loader,20T Class Wheel Loader,SITE-06,2024-08-26,Corrective,Medium,10007,Swing Motor,Pump wear,pilot pressure below expected range,worn pump components,tested pilot pressure and inspected pilot circuit,Cooler gasket set,TECH-0702,14.4,4.97,21109.7,8279.93,29389.63,Completed
MR-00383,SR-00383,EQ-0085,Hydraulic Excavator,35T Class Excavator,SITE-02,2024-04-12,Corrective,High,5503,Pilot Valve,Cylinder seal wear,arm movement slow after hydraulic oil warms,contaminated hydraulic oil,inspected hydraulic circuit and isolated the affected component,Valve O-rings,TECH-0104,15.29,1.71,36260.07,13853.25,50113.32,Completed
MR-00384,SR-00384,EQ-0017,Wheel Loader,25T Class Wheel Loader,SITE-02,2026-04-20,Corrective,High,2778,Hydraulic Filter,Oil contamination,hydraulic oil appears contaminated,internal cylinder leakage,replaced restricted hydraulic filter and checked contamination source,Pilot filter,TECH-0204,2.18,5.69,15155.92,1792.68,16948.6,Follow-up Required
MR-00385,SR-00385,EQ-0231,Hydraulic Excavator,30T Class Excavator,SITE-08,2025-06-22,Corrective,Medium,6829,Boom Cylinder,External leakage,arm movement slow after hydraulic oil warms,damaged hydraulic hose,replaced damaged hose and pressure-tested the circuit,Accumulator charging kit,TECH-0143,9.52,0.25,18937.55,7455.3,26392.85,Completed - Monitor
MR-00386,SR-00386,EQ-0181,Motor Grader,16M Class Grader,SITE-05,2025-04-01,Preventive,Medium,2946,Hydraulic Hose,Internal leakage,hydraulic flow is low at operating temperature,damaged hydraulic hose,checked pump output and inspected for internal leakage,Hydraulic hose,TECH-0922,3.12,8.85,16499.03,2748.93,19247.96,Completed
MR-00387,SR-00387,EQ-0158,Hydraulic Excavator,20T Class Excavator,SITE-01,2025-10-26,Corrective,Medium,3388,Swing Motor,Low pilot pressure,boom movement slow under load,low pilot supply pressure,checked accumulator pre-charge and restored it to service specification,Accumulator charging kit,TECH-0153,1.13,7.06,6266.65,600.23,6866.88,Closed
MR-00388,SR-00388,EQ-0105,Hydraulic Excavator,30T Class Excavator,SITE-03,2026-01-02,Inspection,Critical,4226,Fuel System,Hose failure,arm movement slow after hydraulic oil warms,blocked cooler core,replaced damaged seal kit and performed leak test,Cooler gasket set,TECH-0320,5.99,2.25,57378.29,3360.44,60738.73,Completed
MR-00389,SR-00389,EQ-0196,Wheel Loader,20T Class Wheel Loader,SITE-02,2022-10-26,Corrective,High,11390,Hydraulic Line,Accumulator pressure loss,pump noise increases during operation,sticking spool valve,"drained contaminated oil, flushed circuit and refilled with filtered oil",Pump seal kit,TECH-0079,3.01,2.13,51865.54,1811.97,53677.51,Completed
MR-00390,SR-00390,EQ-0098,Hydraulic Excavator,30T Class Excavator,SITE-08,2024-02-18,Corrective,Low,6624,Hydraulic Tank,Accumulator pressure loss,hydraulic response is jerky,internal cylinder leakage,checked pump output and inspected for internal leakage,No replacement part,TECH-0555,2.81,1.64,17524.63,2534.67,20059.3,Completed
MR-00391,SR-00391,EQ-0212,Hydraulic Excavator,45T Class Excavator,SITE-01,2024-12-23,Corrective,High,10226,Pilot Valve,Internal leakage,reduced digging force,damaged hydraulic hose,replaced damaged hose and pressure-tested the circuit,Hydraulic line fittings,TECH-0331,9.89,2.48,46172.07,9462.58,55634.65,Completed - Monitor
MR-00392,SR-00392,EQ-0157,Hydraulic Excavator,30T Class Excavator,SITE-05,2024-12-09,Condition-Based,Low,6156,Hydraulic Cooler,Overheating,boom movement slow under load,high oil temperature,replaced damaged seal kit and performed leak test,Hydraulic oil,TECH-0193,14.97,3.04,6697.13,8164.39,14861.52,Completed
MR-00393,SR-00393,EQ-0054,Crawler Dozer,25T Class Dozer,SITE-01,2026-01-13,Preventive,Low,5253,Hydraulic Hose,Overheating,travel function loses power on incline,sticking spool valve,inspected valve spool movement and cleaned the valve assembly,Accumulator charging kit,TECH-0921,6.4,9.31,54964.11,4100.65,59064.76,Completed
MR-00394,SR-00394,EQ-0067,Hydraulic Excavator,30T Class Excavator,SITE-03,2026-01-21,Corrective,High,9690,Accumulator,Cooler restriction,visible oil leak near hydraulic line,degraded hydraulic fluid,checked accumulator pre-charge and restored it to service specification,Valve O-rings,TECH-0635,8.61,2.85,10189.64,5391.8,15581.44,Completed
MR-00395,SR-00395,EQ-0180,Hydraulic Excavator,35T Class Excavator,SITE-02,2024-05-17,Condition-Based,Medium,10740,Bucket Cylinder,Overheating,pump noise increases during operation,low pilot supply pressure,inspected hydraulic circuit and isolated the affected component,Pump seal kit,TECH-0502,7.27,2.45,2730.65,6190.56,8921.21,Completed - Monitor
MR-00396,SR-00396,EQ-0035,Hydraulic Excavator,45T Class Excavator,SITE-08,2022-05-12,Inspection,Medium,16762,Fuel System,Low pilot pressure,visible oil leak near hydraulic line,contaminated hydraulic oil,inspected hydraulic circuit and isolated the affected component,Hydraulic hose,TECH-0967,4.43,3.61,39897.39,4534.44,44431.83,Completed
MR-00397,SR-00397,EQ-0117,Wheel Loader,20T Class Wheel Loader,SITE-01,2023-10-20,Inspection,Medium,15157,Hydraulic Hose,Line restriction,bucket cylinder leaking externally,damaged cylinder seal,checked pump output and inspected for internal leakage,Hydraulic filter,TECH-0172,3.49,3.91,20379.34,1807.03,22186.37,Completed
MR-00398,SR-00398,EQ-0208,Hydraulic Excavator,45T Class Excavator,SITE-08,2026-02-26,Corrective,High,5022,Travel Motor,Internal leakage,reduced digging force,blocked cooler core,replaced damaged seal kit and performed leak test,Return filter element,TECH-0062,2.57,3.97,38005.94,2476.79,40482.73,Completed
MR-00399,SR-00399,EQ-0118,Hydraulic Excavator,20T Class Excavator,SITE-05,2023-03-30,Inspection,High,2170,Hydraulic Tank,Overheating,swing movement is slow,restricted return filter,checked pressure and flow at operating temperature,No replacement part,TECH-0786,8.49,2.37,18838.37,8936.91,27775.28,Completed
MR-00400,SR-00400,EQ-0121,Motor Grader,16M Class Grader,SITE-01,2026-04-21,Corrective,Medium,9170,Main Control Valve,Cooler restriction,visible oil leak near hydraulic line,degraded hydraulic fluid,inspected valve spool movement and cleaned the valve assembly,Cylinder seal kit,TECH-0896,10.43,6.16,5004.4,8741.87,13746.27,Completed
MR-00401,SR-00401,EQ-0163,Hydraulic Excavator,20T Class Excavator,SITE-02,2025-11-07,Corrective,High,13101,Arm Cylinder,Overheating,arm movement slow after hydraulic oil warms,contaminated hydraulic oil,cleaned cooler and verified hydraulic oil temperature,Hydraulic oil,TECH-0743,7.55,1.28,53886.0,5920.24,59806.24,Completed
MR-00402,SR-00402,EQ-0124,Backhoe Loader,Heavy-Duty Backhoe Loader,SITE-07,2023-02-12,Corrective,High,3806,Travel Motor,Overheating,hydraulic oil temperature rises during continuous operation,blocked cooler core,checked pressure and flow at operating temperature,Pilot filter,TECH-0439,6.95,1.56,54939.28,3803.62,58742.9,Completed
MR-00403,SR-00403,EQ-0212,Hydraulic Excavator,45T Class Excavator,SITE-01,2025-04-24,Corrective,Medium,8396,Accumulator,Pump wear,hydraulic oil appears contaminated,restricted hydraulic line,replaced restricted hydraulic filter and checked contamination source,Hydraulic hose,TECH-0489,13.39,12.31,2214.8,6630.7,8845.5,Completed
MR-00404,SR-00404,EQ-0036,Crawler Dozer,35T Class Dozer,SITE-04,2024-10-30,Corrective,High,14828,Bucket Cylinder,External leakage,arm movement slow after hydraulic oil warms,contaminated hydraulic oil,checked pump output and inspected for internal leakage,No replacement part,TECH-0534,10.32,8.39,30818.95,7488.07,38307.02,Completed
MR-00405,SR-00405,EQ-0102,Hydraulic Excavator,45T Class Excavator,SITE-07,2022-02-19,Corrective,Medium,14937,Travel Motor,Line restriction,bucket will not open normally,sticking spool valve,cleaned cooler and verified hydraulic oil temperature,No replacement part,TECH-0380,8.11,3.39,37532.23,6734.19,44266.42,Completed
MR-00406,SR-00406,EQ-0096,Hydraulic Excavator,30T Class Excavator,SITE-01,2023-01-30,Corrective,High,12442,Hydraulic Tank,Line restriction,pump noise increases during operation,sticking spool valve,replaced restricted hydraulic filter and checked contamination source,No replacement part,TECH-0954,3.86,3.66,28806.25,3261.7,32067.95,Completed
MR-00407,SR-00407,EQ-0124,Backhoe Loader,Heavy-Duty Backhoe Loader,SITE-07,2025-05-07,Corrective,Medium,3944,Arm Cylinder,Cooler restriction,bucket will not open normally,contaminated hydraulic oil,checked accumulator pre-charge and restored it to service specification,Pump seal kit,TECH-0368,0.82,2.75,60533.45,700.28,61233.73,Completed
MR-00408,SR-00408,EQ-0235,Hydraulic Excavator,30T Class Excavator,SITE-07,2025-08-16,Preventive,High,7580,Boom Cylinder,Line restriction,filter restriction indicator activated,blocked cooler core,inspected suction line for air ingress and corrected the connection,Hydraulic hose,TECH-0301,3.03,1.78,9432.35,2118.4,11550.75,Completed
MR-00409,SR-00409,EQ-0049,Hydraulic Excavator,45T Class Excavator,SITE-03,2024-07-08,Condition-Based,Medium,7645,Travel Motor,Valve sticking,arm movement slow after hydraulic oil warms,low pilot supply pressure,replaced restricted hydraulic filter and checked contamination source,Hydraulic oil,TECH-0567,0.78,5.23,53779.63,380.76,54160.39,Completed
