case_id,machine_id,component,failure,symptoms,resolution
CASE-0921,MC-013,Main Control Valve,Internal pump leakage,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Replaced cylinder seals and holding valve
CASE-0922,EXC-007,Accumulator,Oil contamination,Filter indicator light on; System-wide power loss; Foamy oil in reservoir,Replaced cylinder seals and holding valve
CASE-0923,MC-008,Main Control Valve,Internal pump leakage,Levers feel light and unresponsive; Delayed function response; Uneven function speed,Bled hydraulic lines and replaced damaged fittings
CASE-0924,MC-013,Hydraulic Line,Valve spool binding,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Replaced worn hydraulic hose near swing joint
CASE-0925,MC-009,Hydraulic Pump,Line restriction,Boom is slow; Arm is slow; Weak digging force,Replaced cylinder seals and holding valve
CASE-0926,EXC-001,Hydraulic Filter,Valve spool binding,Levers feel light and unresponsive; Delayed function response; Uneven function speed,Replaced worn hydraulic hose near swing joint
CASE-0927,EXC-001,Hydraulic Oil,Line restriction,Boom is slow; Arm is slow; Weak digging force,Cleaned spool valve linkage and replaced valve seals
CASE-0928,MC-012,Travel Motor,Air ingress,Functions drift down when idle; Pressure drop under load; Sluggish response,Replaced cylinder seals and holding valve
CASE-0929,MC-016,Oil Cooler,Pilot pressure drop,Boom is slow; Arm is slow; Weak digging force,Rebuilt main pump assembly and replaced seals
CASE-0930,EXC-003,Pilot System,Pilot pressure drop,Functions drift down when idle; Pressure drop under load; Sluggish response,Bled hydraulic lines and replaced damaged fittings
CASE-0931,MC-005,Hydraulic Oil,Internal pump leakage,Jerky cylinder movement; Inconsistent control response; System noise,Flushed oil cooler core and replaced fan motor
CASE-0932,MC-011,Travel Motor,Line restriction,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Replaced cylinder seals and holding valve
CASE-0933,MC-017,Hydraulic Filter,Filter blockage,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Replaced cylinder seals and holding valve
CASE-0934,MC-007,Hydraulic Line,Line restriction,Jerky cylinder movement; Inconsistent control response; System noise,Rebuilt main pump assembly and replaced seals
CASE-0935,EXC-007,Hydraulic Line,Line restriction,Levers feel light and unresponsive; Delayed function response; Uneven function speed,Replaced pilot pressure reducing valve and pilot filter
CASE-0936,MC-013,Hydraulic Oil,Accumulator pressure loss,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Replaced cylinder seals and holding valve
CASE-0937,MC-001,Arm Cylinder,Pilot pressure drop,Filter indicator light on; System-wide power loss; Foamy oil in reservoir,"Drained hydraulic oil, flushed system, replaced breather cap, refilled"
CASE-0938,MC-010,Hydraulic Oil,Internal pump leakage,Jerky cylinder movement; Inconsistent control response; System noise,Replaced hydraulic filter element and cleaned suction strainer
CASE-0939,MC-014,Oil Cooler,Oil contamination,Boom is slow; Arm is slow; Weak digging force,Replaced pilot pressure reducing valve and pilot filter
CASE-0940,MC-019,Hydraulic Line,Accumulator pressure loss,Levers feel light and unresponsive; Delayed function response; Uneven function speed,Replaced worn hydraulic hose near swing joint
CASE-0941,MC-003,Hydraulic Filter,Air ingress,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Bled hydraulic lines and replaced damaged fittings
CASE-0942,MC-004,Bucket Cylinder,Air ingress,Functions drift down when idle; Pressure drop under load; Sluggish response,Flushed oil cooler core and replaced fan motor
CASE-0943,MC-007,Swing Motor,Filter blockage,Levers feel light and unresponsive; Delayed function response; Uneven function speed,Flushed oil cooler core and replaced fan motor
CASE-0944,EXC-009,Arm Cylinder,Accumulator pressure loss,Boom is slow; Arm is slow; Weak digging force,Recharged accumulator pre-charge to specification
CASE-0945,MC-002,Hydraulic Filter,Air ingress,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Replaced worn hydraulic hose near swing joint
CASE-0946,MC-003,Travel Motor,Cooler restriction,Jerky cylinder movement; Inconsistent control response; System noise,Replaced cylinder seals and holding valve
CASE-0947,MC-020,Oil Cooler,Line restriction,Jerky cylinder movement; Inconsistent control response; System noise,Rebuilt main pump assembly and replaced seals
CASE-0948,MC-006,Hydraulic Oil,Valve spool binding,Jerky cylinder movement; Inconsistent control response; System noise,Cleaned spool valve linkage and replaced valve seals
CASE-0949,EXC-005,Swing Motor,Valve spool binding,Boom is slow; Arm is slow; Weak digging force,Replaced worn hydraulic hose near swing joint
CASE-0950,EXC-002,Bucket Cylinder,Valve spool binding,Levers feel light and unresponsive; Delayed function response; Uneven function speed,"Drained hydraulic oil, flushed system, replaced breather cap, refilled"
CASE-0951,EXC-009,Hydraulic Line,Line restriction,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Bled hydraulic lines and replaced damaged fittings
CASE-0952,MC-020,Hydraulic Line,Line restriction,Functions drift down when idle; Pressure drop under load; Sluggish response,Rebuilt main pump assembly and replaced seals
CASE-0953,MC-015,Hydraulic Line,Filter blockage,Boom is slow; Arm is slow; Weak digging force,Recharged accumulator pre-charge to specification
CASE-0954,MC-007,Oil Cooler,Pilot pressure drop,Filter indicator light on; System-wide power loss; Foamy oil in reservoir,Recharged accumulator pre-charge to specification
CASE-0955,MC-011,Pilot System,Cooler restriction,Filter indicator light on; System-wide power loss; Foamy oil in reservoir,Rebuilt main pump assembly and replaced seals
CASE-0956,EXC-002,Hydraulic Line,Pilot pressure drop,Boom is slow; Arm is slow; Weak digging force,Replaced hydraulic filter element and cleaned suction strainer
CASE-0957,EXC-003,Arm Cylinder,Valve spool binding,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Bled hydraulic lines and replaced damaged fittings
CASE-0958,MC-007,Arm Cylinder,Filter blockage,Functions drift down when idle; Pressure drop under load; Sluggish response,Replaced cylinder seals and holding valve
CASE-0959,MC-011,Boom Cylinder,Cooler restriction,Functions drift down when idle; Pressure drop under load; Sluggish response,Flushed oil cooler core and replaced fan motor
CASE-0960,MC-017,Hydraulic Filter,Oil contamination,Levers feel light and unresponsive; Delayed function response; Uneven function speed,Replaced pilot pressure reducing valve and pilot filter
CASE-0961,EXC-005,Bucket Cylinder,Cylinder seal wear,Jerky cylinder movement; Inconsistent control response; System noise,Bled hydraulic lines and replaced damaged fittings
CASE-0962,MC-005,Arm Cylinder,Accumulator pressure loss,Filter indicator light on; System-wide power loss; Foamy oil in reservoir,Recharged accumulator pre-charge to specification
CASE-0963,EXC-007,Accumulator,Internal pump leakage,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Replaced pilot pressure reducing valve and pilot filter
CASE-0964,MC-002,Accumulator,Pilot pressure drop,Functions drift down when idle; Pressure drop under load; Sluggish response,Rebuilt main pump assembly and replaced seals
CASE-0965,MC-003,Oil Cooler,Accumulator pressure loss,Functions drift down when idle; Pressure drop under load; Sluggish response,"Drained hydraulic oil, flushed system, replaced breather cap, refilled"
CASE-0966,MC-015,Boom Cylinder,Air ingress,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Recharged accumulator pre-charge to specification
CASE-0967,MC-014,Arm Cylinder,Pilot pressure drop,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Replaced cylinder seals and holding valve
CASE-0968,MC-002,Travel Motor,Pilot pressure drop,Jerky cylinder movement; Inconsistent control response; System noise,Cleaned spool valve linkage and replaced valve seals
CASE-0969,MC-020,Accumulator,Pilot pressure drop,Levers feel light and unresponsive; Delayed function response; Uneven function speed,Cleaned spool valve linkage and replaced valve seals
CASE-0970,EXC-004,Bucket Cylinder,Oil contamination,Boom is slow; Arm is slow; Weak digging force,Rebuilt main pump assembly and replaced seals
CASE-0971,MC-011,Bucket Cylinder,Filter blockage,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Cleaned spool valve linkage and replaced valve seals
CASE-0972,MC-002,Hydraulic Filter,Filter blockage,Jerky cylinder movement; Inconsistent control response; System noise,Rebuilt main pump assembly and replaced seals
CASE-0973,MC-020,Hydraulic Line,Line restriction,Functions drift down when idle; Pressure drop under load; Sluggish response,Cleaned spool valve linkage and replaced valve seals
CASE-0974,EXC-008,Bucket Cylinder,Cylinder seal wear,Levers feel light and unresponsive; Delayed function response; Uneven function speed,Rebuilt main pump assembly and replaced seals
CASE-0975,MC-012,Pilot System,Internal pump leakage,Functions drift down when idle; Pressure drop under load; Sluggish response,"Drained hydraulic oil, flushed system, replaced breather cap, refilled"
CASE-0976,MC-008,Oil Cooler,Filter blockage,Jerky cylinder movement; Inconsistent control response; System noise,Bled hydraulic lines and replaced damaged fittings
CASE-0977,MC-015,Arm Cylinder,Oil contamination,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Replaced cylinder seals and holding valve
CASE-0978,MC-009,Swing Motor,Line restriction,Boom is slow; Arm is slow; Weak digging force,Replaced hydraulic filter element and cleaned suction strainer
CASE-0979,EXC-006,Hydraulic Oil,Cooler restriction,Filter indicator light on; System-wide power loss; Foamy oil in reservoir,Flushed oil cooler core and replaced fan motor
CASE-0980,MC-008,Main Control Valve,Accumulator pressure loss,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Replaced worn hydraulic hose near swing joint
CASE-0981,MC-003,Hydraulic Pump,Line restriction,Jerky cylinder movement; Inconsistent control response; System noise,"Drained hydraulic oil, flushed system, replaced breather cap, refilled"
CASE-0982,EXC-002,Boom Cylinder,Filter blockage,Boom is slow; Arm is slow; Weak digging force,Replaced pilot pressure reducing valve and pilot filter
CASE-0983,MC-006,Hydraulic Pump,Air ingress,Functions drift down when idle; Pressure drop under load; Sluggish response,Recharged accumulator pre-charge to specification
CASE-0984,MC-005,Arm Cylinder,Pilot pressure drop,Levers feel light and unresponsive; Delayed function response; Uneven function speed,Cleaned spool valve linkage and replaced valve seals
CASE-0985,EXC-005,Travel Motor,Internal pump leakage,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Replaced hydraulic filter element and cleaned suction strainer
CASE-0986,MC-004,Pilot System,Cooler restriction,Jerky cylinder movement; Inconsistent control response; System noise,"Drained hydraulic oil, flushed system, replaced breather cap, refilled"
CASE-0987,EXC-006,Arm Cylinder,Accumulator pressure loss,Filter indicator light on; System-wide power loss; Foamy oil in reservoir,Replaced worn hydraulic hose near swing joint
CASE-0988,EXC-007,Arm Cylinder,Cylinder seal wear,Levers feel light and unresponsive; Delayed function response; Uneven function speed,Cleaned spool valve linkage and replaced valve seals
CASE-0989,MC-006,Arm Cylinder,Cylinder seal wear,Jerky cylinder movement; Inconsistent control response; System noise,Replaced hydraulic filter element and cleaned suction strainer
CASE-0990,EXC-007,Arm Cylinder,Oil contamination,Boom is slow; Arm is slow; Weak digging force,"Drained hydraulic oil, flushed system, replaced breather cap, refilled"
CASE-0991,MC-013,Accumulator,Cylinder seal wear,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Replaced hydraulic filter element and cleaned suction strainer
CASE-0992,EXC-009,Swing Motor,Cooler restriction,Jerky cylinder movement; Inconsistent control response; System noise,Rebuilt main pump assembly and replaced seals
CASE-0993,EXC-003,Hydraulic Line,Filter blockage,Filter indicator light on; System-wide power loss; Foamy oil in reservoir,Flushed oil cooler core and replaced fan motor
CASE-0994,EXC-007,Oil Cooler,Valve spool binding,Boom is slow; Arm is slow; Weak digging force,Recharged accumulator pre-charge to specification
CASE-0995,MC-007,Arm Cylinder,Valve spool binding,Filter indicator light on; System-wide power loss; Foamy oil in reservoir,Rebuilt main pump assembly and replaced seals
CASE-0996,MC-007,Oil Cooler,Accumulator pressure loss,Boom is slow; Arm is slow; Weak digging force,Replaced worn hydraulic hose near swing joint
CASE-0997,MC-009,Hydraulic Oil,Air ingress,Jerky cylinder movement; Inconsistent control response; System noise,"Drained hydraulic oil, flushed system, replaced breather cap, refilled"
CASE-0998,MC-004,Hydraulic Filter,Pilot pressure drop,Hydraulic oil temperature high; Performance degrades when hot; Slow speed,Cleaned spool valve linkage and replaced valve seals
CASE-0999,MC-020,Swing Motor,Air ingress,Levers feel light and unresponsive; Delayed function response; Uneven function speed,Replaced hydraulic filter element and cleaned suction strainer
CASE-1000,MC-020,Travel Motor,Cylinder seal wear,Functions drift down when idle; Pressure drop under load; Sluggish response,Bled hydraulic lines and replaced damaged fittings
