service_id,maintenance_id,equipment_id,technician_id,service_date,service_type,service_shift,meter_reading_hours,inspection_finding,diagnostic_method,root_cause_confirmed,repair_or_service_action,part_replaced,test_after_service,service_duration_hours,downtime_hours,service_cost,next_service_due,service_status,technician_notes
SR-00179,MR-00179,EQ-0145,TECH-0749,2024-10-21,Condition-Based,Evening,17612,Engine Cooling System: Low pilot pressure; observed symptom: pump noise increases during operation.,Visual inspection and pressure test,loss of accumulator pre-charge,inspected hydraulic circuit and isolated the affected component,Pilot filter,Operational test passed,14.24,1.61,13233.93,2025-03-09,Closed,"Technician checked Engine Cooling System, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00180,MR-00180,EQ-0235,TECH-0445,2022-12-18,Preventive,Evening,13351,Hydraulic Line: Pump wear; observed symptom: visible oil leak near hydraulic line.,Visual inspection and pressure test,restricted hydraulic line,replaced damaged hose and pressure-tested the circuit,Hydraulic hose,Test passed; monitor during next shift,11.78,0.25,47069.44,2023-02-19,Closed,"Technician checked Hydraulic Line, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00181,MR-00181,EQ-0127,TECH-0933,2025-12-05,Corrective,Night,2330,Travel Motor: Line restriction; observed symptom: hydraulic response is jerky.,Temperature and pressure checks,blocked cooler core,replaced restricted hydraulic filter and checked contamination source,Hydraulic oil,Functional test passed,8.54,3.26,43962.04,2026-04-09,Closed,"Technician checked Travel Motor, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00182,MR-00182,EQ-0063,TECH-0001,2026-04-09,Corrective,Day,5840,Accumulator: Cooler restriction; observed symptom: pump noise increases during operation.,Visual inspection and pressure test,sticking spool valve,tested pilot pressure and inspected pilot circuit,Hydraulic filter,Leak test passed,2.1,11.01,63554.49,2026-09-13,Closed,"Technician checked Accumulator, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00183,MR-00183,EQ-0071,TECH-0675,2022-10-08,Condition-Based,Evening,3521,Fuel System: Pump wear; observed symptom: hydraulic response is jerky.,Temperature and pressure checks,low pilot supply pressure,inspected valve spool movement and cleaned the valve assembly,Cylinder seal kit,Operational test passed,2.98,5.41,26198.54,2023-02-02,Closed,"Technician checked Fuel System, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00184,MR-00184,EQ-0163,TECH-0534,2024-08-04,Corrective,Day,1975,Hydraulic Pump: Valve sticking; observed symptom: visible oil leak near hydraulic line.,Visual inspection and pressure test,internal cylinder leakage,replaced damaged hose and pressure-tested the circuit,Return filter element,Leak test passed,2.59,3.19,29526.61,2024-12-25,Closed,"Technician checked Hydraulic Pump, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00185,MR-00185,EQ-0038,TECH-0683,2024-05-25,Corrective,Evening,15321,Hydraulic Cooler: External leakage; observed symptom: visible oil leak near hydraulic line.,Temperature and pressure checks,damaged cylinder seal,replaced damaged seal kit and performed leak test,Accumulator charging kit,Leak test passed,13.78,6.72,47450.99,2024-11-06,Closed - Monitor,"Technician checked Hydraulic Cooler, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00186,MR-00186,EQ-0024,TECH-0296,2022-11-05,Corrective,Day,4814,Accumulator: Overheating; observed symptom: pilot pressure below expected range.,Leak inspection and functional test,restricted return filter,tested pilot pressure and inspected pilot circuit,Hydraulic hose,Leak test passed,3.73,6.66,27603.79,2023-03-10,Closed,"Technician checked Accumulator, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00187,MR-00187,EQ-0141,TECH-0982,2023-05-05,Preventive,Day,9110,Bucket Cylinder: Oil contamination; observed symptom: visible oil leak near hydraulic line.,Temperature and pressure checks,degraded hydraulic fluid,replaced damaged seal kit and performed leak test,Accumulator charging kit,Pressure test passed,0.91,9.37,39534.27,2023-10-15,Closed,"Technician checked Bucket Cylinder, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00188,MR-00188,EQ-0228,TECH-0749,2023-09-06,Condition-Based,Evening,14309,Swing Motor: Restricted flow; observed symptom: filter restriction indicator activated.,Temperature and pressure checks,degraded hydraulic fluid,replaced damaged seal kit and performed leak test,Hydraulic filter,Test passed; monitor during next shift,4.28,1.5,43905.87,2024-03-28,Closed,"Technician checked Swing Motor, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00189,MR-00189,EQ-0191,TECH-0296,2025-07-28,Corrective,Day,8958,Travel Motor: Pump wear; observed symptom: bucket cylinder leaking externally.,Visual inspection and pressure test,restricted return filter,checked accumulator pre-charge and restored it to service specification,No replacement part,Leak test passed,8.39,1.02,38159.01,2025-10-20,Closed - Monitor,"Technician checked Travel Motor, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00190,MR-00190,EQ-0162,TECH-0439,2026-05-02,Corrective,Day,11668,Travel Motor: External leakage; observed symptom: hydraulic response is jerky.,Leak inspection and functional test,damaged hydraulic hose,inspected hydraulic circuit and isolated the affected component,Accumulator charging kit,Test passed; monitor during next shift,13.48,1.07,62674.48,2026-07-18,Closed - Monitor,"Technician checked Travel Motor, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00191,MR-00191,EQ-0132,TECH-0279,2022-10-03,Corrective,Evening,13499,Bucket Cylinder: Overheating; observed symptom: pilot pressure below expected range.,Pressure and flow measurement,high oil temperature,inspected valve spool movement and cleaned the valve assembly,Pilot filter,Operational test passed,6.91,3.23,40499.53,2023-04-13,Closed,"Technician checked Bucket Cylinder, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00192,MR-00192,EQ-0034,TECH-0471,2022-09-16,Corrective,Night,13059,Travel Motor: Pump wear; observed symptom: travel function loses power on incline.,Pressure and flow measurement,damaged hydraulic hose,checked pressure and flow at operating temperature,Hydraulic filter,Pressure test passed,9.13,5.01,36850.74,2022-10-26,Closed,"Technician checked Travel Motor, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00193,MR-00193,EQ-0147,TECH-0116,2024-09-26,Corrective,Night,14988,Bucket Cylinder: Overheating; observed symptom: boom movement slow under load.,Visual inspection and pressure test,contaminated hydraulic oil,inspected valve spool movement and cleaned the valve assembly,Hydraulic oil,Operational test passed,10.09,1.62,36452.48,2025-02-25,Closed,"Technician checked Bucket Cylinder, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00194,MR-00194,EQ-0118,TECH-0638,2025-05-26,Condition-Based,Evening,6942,Boom Cylinder: Cylinder seal wear; observed symptom: travel function loses power on incline.,Temperature and pressure checks,damaged cylinder seal,inspected hydraulic circuit and isolated the affected component,Hydraulic filter,Pressure test passed,13.02,9.98,27293.14,2025-10-12,Closed,"Technician checked Boom Cylinder, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00195,MR-00195,EQ-0192,TECH-0994,2023-07-27,Corrective,Evening,12813,Hydraulic Filter: Restricted flow; observed symptom: boom movement slow under load.,Temperature and pressure checks,damaged cylinder seal,replaced damaged hose and pressure-tested the circuit,Cooler gasket set,Pressure test passed,8.53,4.8,44858.59,2023-09-01,Closed - Monitor,"Technician checked Hydraulic Filter, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00196,MR-00196,EQ-0160,TECH-0415,2026-02-24,Corrective,Day,12366,Travel Motor: Cylinder seal wear; observed symptom: arm movement slow after hydraulic oil warms.,Leak inspection and functional test,contaminated hydraulic oil,inspected suction line for air ingress and corrected the connection,No replacement part,Functional test passed,12.18,3.84,12390.07,2026-06-12,Closed,"Technician checked Travel Motor, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00197,MR-00197,EQ-0224,TECH-0292,2023-11-13,Preventive,Evening,8044,Fuel System: Valve sticking; observed symptom: boom movement slow under load.,Visual inspection and pressure test,low pilot supply pressure,inspected suction line for air ingress and corrected the connection,Hydraulic oil,Pressure test passed,12.1,2.05,46960.63,2024-02-24,Closed,"Technician checked Fuel System, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00198,MR-00198,EQ-0158,TECH-0318,2025-01-28,Corrective,Evening,9144,Travel Motor: Valve sticking; observed symptom: bucket cylinder leaking externally.,Pressure and flow measurement,air entering suction line,inspected valve spool movement and cleaned the valve assembly,Pump seal kit,Functional test passed,6.48,0.74,62604.69,2025-04-06,Closed,"Technician checked Travel Motor, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00199,MR-00199,EQ-0132,TECH-0192,2023-07-08,Corrective,Evening,11945,Bucket Cylinder: Cylinder seal wear; observed symptom: travel function loses power on incline.,Visual inspection and pressure test,worn pump components,checked pressure and flow at operating temperature,Hydraulic oil,Functional test passed,11.25,8.51,25995.73,2023-09-12,Closed,"Technician checked Bucket Cylinder, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00200,MR-00200,EQ-0106,TECH-0789,2022-04-05,Condition-Based,Day,14839,Main Control Valve: Valve sticking; observed symptom: hydraulic oil temperature rises during continuous operation.,Temperature and pressure checks,loss of accumulator pre-charge,replaced damaged hose and pressure-tested the circuit,Cooler gasket set,Leak test passed,6.84,4.25,60417.5,2022-05-05,Closed,"Technician checked Main Control Valve, recorded the reported symptom, performed the required service action, and completed a post-service test."
