service_id,maintenance_id,equipment_id,technician_id,service_date,service_type,service_shift,meter_reading_hours,inspection_finding,diagnostic_method,root_cause_confirmed,repair_or_service_action,part_replaced,test_after_service,service_duration_hours,downtime_hours,service_cost,next_service_due,service_status,technician_notes
SR-00202,MR-00202,EQ-0153,TECH-0114,2024-05-15,Corrective,Night,12248,Pilot System: Accumulator pressure loss; observed symptom: arm movement slow after hydraulic oil warms.,Temperature and pressure checks,high oil temperature,"drained contaminated oil, flushed circuit and refilled with filtered oil",Valve O-rings,Operational test passed,7.98,10.08,65224.31,2024-11-15,Follow-up Required,"Technician checked Pilot System, recorded reported symptom, performed required service action, and completed post-service test."
SR-00203,MR-00203,EQ-0103,TECH-0120,2024-05-15,Corrective,Night,5462,Hydraulic Filter: Accumulator pressure loss; observed symptom: hydraulic flow is low at operating temperature.,Operational test under load,high oil temperature,inspected hydraulic circuit and isolated affected component,Cooler gasket set,Operational test passed,15.83,6.48,28857.41,2024-11-15,Completed,"Technician checked Hydraulic Filter, recorded reported symptom, performed required service action, and completed post-service test."
SR-00204,MR-00204,EQ-0153,TECH-0919,2024-05-15,Corrective,Night,1910,Bucket Cylinder: Internal pump leakage; observed symptom: bucket cylinder leaking externally.,Temperature and pressure checks,high oil temperature,replaced damaged hose and pressure-tested circuit,Cylinder seal kit,Operational test passed,14.48,10.15,62190.47,2024-11-15,Completed,"Technician checked Bucket Cylinder, recorded reported symptom, performed required service action, and completed post-service test."
SR-00205,MR-00205,EQ-0160,TECH-0772,2024-05-15,Condition-Based,Night,12148,Swing Motor: Valve spool binding; observed symptom: travel function loses power on incline.,Filter inspection and fluid condition check,high oil temperature,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic oil,Functional test passed,5.84,6.32,12806.65,2024-11-15,Follow-up Required,"Technician checked Swing Motor, recorded reported symptom, performed required service action, and completed post-service test."
SR-00206,MR-00206,EQ-0188,TECH-0337,2024-05-15,Inspection,Evening,4394,Hydraulic Filter: Pilot pressure drop; observed symptom: travel function loses power on incline.,Filter inspection and fluid condition check,air entering suction line,tested pilot pressure and inspected pilot circuit,Return filter element,Functional test passed,3.27,10.67,41200.27,2024-11-15,Follow-up Required,"Technician checked Hydraulic Filter, recorded reported symptom, performed required service action, and completed post-service test."
SR-00207,MR-00207,EQ-0133,TECH-0535,2024-05-15,Condition-Based,Day,3904,Oil Cooler: Accumulator pressure loss; observed symptom: bucket cylinder leaking externally.,Visual inspection and pressure test,loss of accumulator pre-charge,inspected hydraulic circuit and isolated affected component,Hydraulic hose,Functional test passed,14.04,1.59,39994.84,2024-11-15,Completed - Monitor,"Technician checked Oil Cooler, recorded reported symptom, performed required service action, and completed post-service test."
SR-00208,MR-00208,EQ-0141,TECH-0555,2024-05-15,Preventive,Night,11507,Hydraulic Pump: Cooler restriction; observed symptom: travel function loses power on incline.,Filter inspection and fluid condition check,air entering suction line,tested pilot pressure and inspected pilot circuit,Valve O-rings,Leak test passed,4.72,3.58,47594.08,2024-11-15,Completed - Monitor,"Technician checked Hydraulic Pump, recorded reported symptom, performed required service action, and completed post-service test."
SR-00209,MR-00209,EQ-0217,TECH-0421,2024-05-15,Corrective,Night,12773,Arm Cylinder: Air ingress; observed symptom: arm movement slow after hydraulic oil warms.,Filter inspection and fluid condition check,blocked cooler core,replaced damaged hose and pressure-tested circuit,Cooler gasket set,Leak test passed,14.91,5.51,44109.31,2024-11-15,Closed,"Technician checked Arm Cylinder, recorded reported symptom, performed required service action, and completed post-service test."
SR-00210,MR-00210,EQ-0126,TECH-0616,2024-05-15,Condition-Based,Evening,8596,Travel Motor: Air ingress; observed symptom: travel function loses power on incline.,Filter inspection and fluid condition check,damaged cylinder seal,inspected hydraulic circuit and isolated affected component,Return filter element,Functional test passed,10.95,10.67,44184.24,2024-11-15,Follow-up Required,"Technician checked Travel Motor, recorded reported symptom, performed required service action, and completed post-service test."
SR-00211,MR-00211,EQ-0147,TECH-0367,2024-05-15,Inspection,Day,10247,Hydraulic Oil: Air ingress; observed symptom: bucket cylinder leaking externally.,Filter inspection and fluid condition check,loss of accumulator pre-charge,replaced damaged hose and pressure-tested circuit,Hydraulic hose,Leak test passed,7.72,6.27,39131.73,2024-11-15,Follow-up Required,"Technician checked Hydraulic Oil, recorded reported symptom, performed required service action, and completed post-service test."
SR-00212,MR-00212,EQ-0233,TECH-0504,2024-05-15,Corrective,Evening,9429,Pilot System: Valve spool binding; observed symptom: travel function loses power on incline.,Operational test under load,loss of accumulator pre-charge,"drained contaminated oil, flushed circuit and refilled with filtered oil",Pump seal kit,Functional test passed,1.41,4.06,22134.78,2024-11-15,Closed,"Technician checked Pilot System, recorded reported symptom, performed required service action, and completed post-service test."
SR-00213,MR-00213,EQ-0137,TECH-0938,2024-05-15,Corrective,Evening,16557,Main Control Valve: Accumulator pressure loss; observed symptom: pump noise increases during operation.,Filter inspection and fluid condition check,air entering suction line,inspected hydraulic circuit and isolated affected component,Hydraulic oil,Pressure test passed,9.48,3.15,53238.94,2024-11-15,Follow-up Required,"Technician checked Main Control Valve, recorded reported symptom, performed required service action, and completed post-service test."
SR-00214,MR-00214,EQ-0146,TECH-0499,2024-05-15,Inspection,Night,7187,Boom Cylinder: Pilot pressure drop; observed symptom: arm movement slow after hydraulic oil warms.,Temperature and pressure checks,damaged cylinder seal,replaced damaged hose and pressure-tested circuit,Return filter element,Functional test passed,2.57,11.12,16148.21,2024-11-15,Closed,"Technician checked Boom Cylinder, recorded reported symptom, performed required service action, and completed post-service test."
SR-00215,MR-00215,EQ-0121,TECH-0422,2024-05-15,Condition-Based,Day,7900,Hydraulic Line: Air ingress; observed symptom: arm movement slow after hydraulic oil warms.,Filter inspection and fluid condition check,blocked cooler core,"drained contaminated oil, flushed circuit and refilled with filtered oil",Cooler gasket set,Pressure test passed,4.48,9.07,39088.88,2024-11-15,Completed,"Technician checked Hydraulic Line, recorded reported symptom, performed required service action, and completed post-service test."
SR-00216,MR-00216,EQ-0220,TECH-0894,2024-05-15,Preventive,Day,3321,Swing Motor: Pilot pressure drop; observed symptom: hydraulic flow is low at operating temperature.,Filter inspection and fluid condition check,loss of accumulator pre-charge,"drained contaminated oil, flushed circuit and refilled with filtered oil",Valve O-rings,Functional test passed,2.09,11.65,21192.34,2024-11-15,Closed,"Technician checked Swing Motor, recorded reported symptom, performed required service action, and completed post-service test."
SR-00217,MR-00217,EQ-0192,TECH-0300,2024-05-15,Preventive,Night,9699,Arm Cylinder: Accumulator pressure loss; observed symptom: travel function loses power on incline.,Filter inspection and fluid condition check,contaminated hydraulic oil,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic hose,Operational test passed,12.05,2.43,22541.37,2024-11-15,Completed,"Technician checked Arm Cylinder, recorded reported symptom, performed required service action, and completed post-service test."
SR-00218,MR-00218,EQ-0209,TECH-0534,2024-05-15,Condition-Based,Evening,2446,Pilot System: Pilot pressure drop; observed symptom: pump noise increases during operation.,Temperature and pressure checks,blocked cooler core,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic oil,Operational test passed,3.14,5.55,40975.96,2024-11-15,Closed,"Technician checked Pilot System, recorded reported symptom, performed required service action, and completed post-service test."
SR-00219,MR-00219,EQ-0240,TECH-0774,2024-05-15,Preventive,Evening,13162,Hydraulic Filter: Line restriction; observed symptom: travel function loses power on incline.,Visual inspection and pressure test,high oil temperature,tested pilot pressure and inspected pilot circuit,Return filter element,Operational test passed,6.35,1.22,63946.66,2024-11-15,Completed,"Technician checked Hydraulic Filter, recorded reported symptom, performed required service action, and completed post-service test."
SR-00220,MR-00220,EQ-0147,TECH-0215,2024-05-15,Preventive,Day,5360,Pilot System: Line restriction; observed symptom: arm movement slow after hydraulic oil warms.,Filter inspection and fluid condition check,blocked cooler core,inspected hydraulic circuit and isolated affected component,Pump seal kit,Pressure test passed,14.93,2.68,68531.21,2024-11-15,Completed - Monitor,"Technician checked Pilot System, recorded reported symptom, performed required service action, and completed post-service test."
SR-00221,MR-00221,EQ-0201,TECH-0488,2024-05-15,Inspection,Evening,12487,Pilot System: Cylinder seal wear; observed symptom: hydraulic oil temperature rises during continuous operation.,Visual inspection and pressure test,air entering suction line,"drained contaminated oil, flushed circuit and refilled with filtered oil",Return filter element,Leak test passed,7.46,1.35,18898.83,2024-11-15,Completed - Monitor,"Technician checked Pilot System, recorded reported symptom, performed required service action, and completed post-service test."
SR-00222,MR-00222,EQ-0159,TECH-0379,2024-05-15,Preventive,Night,3897,Arm Cylinder: Cylinder seal wear; observed symptom: pump noise increases during operation.,Temperature and pressure checks,loss of accumulator pre-charge,"drained contaminated oil, flushed circuit and refilled with filtered oil",Pump seal kit,Leak test passed,1.26,5.38,45884.42,2024-11-15,Closed,"Technician checked Arm Cylinder, recorded reported symptom, performed required service action, and completed post-service test."
SR-00223,MR-00223,EQ-0228,TECH-0240,2024-05-15,Condition-Based,Evening,2949,Boom Cylinder: Oil contamination; observed symptom: travel function loses power on incline.,Operational test under load,high oil temperature,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic oil,Pressure test passed,9.25,1.43,29968.07,2024-11-15,Closed,"Technician checked Boom Cylinder, recorded reported symptom, performed required service action, and completed post-service test."
SR-00224,MR-00224,EQ-0143,TECH-0272,2024-05-15,Condition-Based,Evening,7472,Travel Motor: Cylinder seal wear; observed symptom: travel function loses power on incline.,Temperature and pressure checks,high oil temperature,inspected hydraulic circuit and isolated affected component,Return filter element,Operational test passed,13.07,1.98,44290.98,2024-11-15,Completed,"Technician checked Travel Motor, recorded reported symptom, performed required service action, and completed post-service test."
