maintenance_id,service_id,equipment_id,equipment_type,equipment_model_class,site_id,maintenance_date,maintenance_type,priority,operating_hours,component,failure_mode,reported_symptom,probable_cause,work_performed,parts_materials,technician_id,labor_hours,downtime_hours,material_cost,labor_cost,total_cost,status
MR-00268,SR-00268,EQ-0226,Wheel Loader,25T Class Dozer,SITE-07,2024-05-15,Preventive,Critical,10417,Hydraulic Pump,Pilot pressure drop,hydraulic oil temperature rises during continuous operation,contaminated hydraulic oil,inspected hydraulic circuit and isolated affected component,Hydraulic hose,TECH-0432,2.69,10.58,32373.87,14689.19,47063.06,Closed
MR-00269,SR-00269,EQ-0226,Hydraulic Excavator,25T Class Dozer,SITE-06,2024-05-15,Corrective,Critical,5674,Pilot System,Accumulator pressure loss,arm movement slow after hydraulic oil warms,air entering suction line,inspected hydraulic circuit and isolated affected component,Return filter element,TECH-0587,1.54,2.28,56764.3,1395.54,58159.84,Closed
MR-00270,SR-00270,EQ-0184,Crawler Dozer,20T Class Excavator,SITE-03,2024-05-15,Condition-Based,Critical,12693,Bucket Cylinder,Air ingress,bucket cylinder leaking externally,damaged cylinder seal,replaced damaged hose and pressure-tested circuit,Hydraulic filter,TECH-0475,12.75,6.95,28716.76,12388.64,41105.4,Completed
MR-00271,SR-00271,EQ-0213,Backhoe Loader,20T Class Excavator,SITE-06,2024-05-15,Inspection,Low,12875,Swing Motor,Filter blockage,bucket cylinder leaking externally,blocked cooler core,inspected hydraulic circuit and isolated affected component,Hydraulic hose,TECH-0698,7.04,1.16,16226.53,14262.34,30488.87,Completed
MR-00272,SR-00272,EQ-0187,Backhoe Loader,25T Class Dozer,SITE-04,2024-05-15,Condition-Based,Medium,9832,Arm Cylinder,Valve spool binding,hydraulic flow is low at operating temperature,loss of accumulator pre-charge,"drained contaminated oil, flushed circuit and refilled with filtered oil",Return filter element,TECH-0745,10.43,3.95,60196.22,3183.62,63379.84,Completed
MR-00273,SR-00273,EQ-0194,Crawler Dozer,35T Class Dozer,SITE-01,2024-05-15,Corrective,Critical,15696,Boom Cylinder,Filter blockage,hydraulic oil temperature rises during continuous operation,blocked cooler core,tested pilot pressure and inspected pilot circuit,Pump seal kit,TECH-0852,11.42,8.09,37535.3,4028.19,41563.49,Completed
MR-00274,SR-00274,EQ-0201,Backhoe Loader,25T Class Dozer,SITE-07,2024-05-15,Preventive,Low,2193,Hydraulic Pump,Pilot pressure drop,hydraulic flow is low at operating temperature,high oil temperature,tested pilot pressure and inspected pilot circuit,Pump seal kit,TECH-0611,7.97,3.45,48433.72,13218.65,61652.37,Completed - Monitor
MR-00275,SR-00275,EQ-0124,Backhoe Loader,35T Class Dozer,SITE-02,2024-05-15,Corrective,Critical,14458,Travel Motor,Air ingress,travel function loses power on incline,air entering suction line,inspected hydraulic circuit and isolated affected component,Pump seal kit,TECH-0738,2.46,3.32,45707.33,1882.68,47590.01,Closed
MR-00276,SR-00276,EQ-0148,Backhoe Loader,25T Class Dozer,SITE-07,2024-05-15,Corrective,Low,13274,Hydraulic Filter,Air ingress,hydraulic flow is low at operating temperature,loss of accumulator pre-charge,inspected hydraulic circuit and isolated affected component,Cooler gasket set,TECH-0789,3.95,0.42,53393.93,2104.18,55498.11,Closed
MR-00277,SR-00277,EQ-0228,Backhoe Loader,45T Class Excavator,SITE-03,2024-05-15,Preventive,High,5809,Pilot System,Cylinder seal wear,hydraulic flow is low at operating temperature,air entering suction line,replaced damaged hose and pressure-tested circuit,Cooler gasket set,TECH-0611,12.01,1.92,56132.74,12475.46,68608.2,Completed
MR-00278,SR-00278,EQ-0238,Motor Grader,45T Class Excavator,SITE-01,2024-05-15,Preventive,Low,16900,Hydraulic Pump,Filter blockage,pump noise increases during operation,contaminated hydraulic oil,replaced damaged hose and pressure-tested circuit,Hydraulic oil,TECH-0423,5.6,3.0,52158.24,11180.18,63338.42,Completed
MR-00279,SR-00279,EQ-0171,Motor Grader,30T Class Excavator,SITE-05,2024-05-15,Preventive,High,9058,Bucket Cylinder,Cylinder seal wear,bucket cylinder leaking externally,high oil temperature,tested pilot pressure and inspected pilot circuit,Cooler gasket set,TECH-0966,10.84,4.45,19355.19,6713.25,26068.44,Completed
MR-00280,SR-00280,EQ-0134,Wheel Loader,20T Class Excavator,SITE-04,2024-05-15,Corrective,High,9494,Travel Motor,Cylinder seal wear,hydraulic oil temperature rises during continuous operation,high oil temperature,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic oil,TECH-0613,13.36,3.71,26237.06,605.92,26842.98,Completed - Monitor
MR-00281,SR-00281,EQ-0163,Wheel Loader,25T Class Dozer,SITE-02,2024-05-15,Preventive,Critical,16036,Hydraulic Oil,Valve spool binding,hydraulic oil temperature rises during continuous operation,air entering suction line,inspected hydraulic circuit and isolated affected component,Pump seal kit,TECH-0139,1.43,2.58,15510.6,8369.82,23880.42,Closed
MR-00282,SR-00282,EQ-0129,Motor Grader,30T Class Excavator,SITE-02,2024-05-15,Corrective,High,11772,Swing Motor,Cooler restriction,pump noise increases during operation,loss of accumulator pre-charge,tested pilot pressure and inspected pilot circuit,Return filter element,TECH-0670,12.34,4.31,44622.98,6803.17,51426.15,Completed - Monitor
MR-00283,SR-00283,EQ-0204,Backhoe Loader,25T Class Dozer,SITE-06,2024-05-15,Inspection,Critical,3866,Main Control Valve,Line restriction,pump noise increases during operation,air entering suction line,inspected hydraulic circuit and isolated affected component,Hydraulic oil,TECH-0814,12.83,6.65,22559.97,3833.77,26393.74,Closed
MR-00284,SR-00284,EQ-0164,Backhoe Loader,30T Class Excavator,SITE-06,2024-05-15,Inspection,High,14149,Pilot System,Line restriction,travel function loses power on incline,high oil temperature,"drained contaminated oil, flushed circuit and refilled with filtered oil",Valve O-rings,TECH-0992,2.08,3.41,64330.31,10304.71,74635.02,Completed
MR-00285,SR-00285,EQ-0129,Motor Grader,45T Class Excavator,SITE-08,2024-05-15,Condition-Based,Critical,13944,Hydraulic Pump,Filter blockage,hydraulic flow is low at operating temperature,air entering suction line,replaced damaged hose and pressure-tested circuit,Pump seal kit,TECH-0840,6.87,2.58,30283.34,3144.31,33427.65,Completed - Monitor
MR-00286,SR-00286,EQ-0201,Motor Grader,35T Class Dozer,SITE-04,2024-05-15,Corrective,Medium,8063,Main Control Valve,Oil contamination,hydraulic flow is low at operating temperature,high oil temperature,replaced damaged hose and pressure-tested circuit,Hydraulic oil,TECH-0971,14.63,6.44,61451.62,12058.54,73510.16,Follow-up Required
MR-00287,SR-00287,EQ-0126,Hydraulic Excavator,35T Class Dozer,SITE-08,2024-05-15,Preventive,Critical,17921,Pilot System,Line restriction,hydraulic flow is low at operating temperature,damaged cylinder seal,tested pilot pressure and inspected pilot circuit,Return filter element,TECH-0676,15.13,0.63,41951.49,12018.26,53969.75,Completed
MR-00288,SR-00288,EQ-0207,Motor Grader,30T Class Excavator,SITE-04,2024-05-15,Preventive,High,1630,Main Control Valve,Air ingress,hydraulic flow is low at operating temperature,air entering suction line,inspected hydraulic circuit and isolated affected component,Hydraulic filter,TECH-0143,4.95,5.81,20877.69,9428.05,30305.74,Follow-up Required
MR-00289,SR-00289,EQ-0202,Wheel Loader,30T Class Excavator,SITE-05,2024-05-15,Inspection,High,18295,Boom Cylinder,Air ingress,bucket cylinder leaking externally,air entering suction line,replaced damaged hose and pressure-tested circuit,Pump seal kit,TECH-0741,6.5,3.83,50240.31,1520.27,51760.58,Completed - Monitor
MR-00290,SR-00290,EQ-0153,Backhoe Loader,20T Class Excavator,SITE-05,2024-05-15,Corrective,Critical,17708,Main Control Valve,Pilot pressure drop,hydraulic oil temperature rises during continuous operation,loss of accumulator pre-charge,replaced damaged hose and pressure-tested circuit,Hydraulic oil,TECH-0231,2.13,9.6,37937.47,13499.26,51436.73,Closed
MR-00291,SR-00291,EQ-0174,Crawler Dozer,45T Class Excavator,SITE-02,2024-05-15,Inspection,High,11801,Main Control Valve,Filter blockage,hydraulic oil temperature rises during continuous operation,contaminated hydraulic oil,"drained contaminated oil, flushed circuit and refilled with filtered oil",Cooler gasket set,TECH-0295,4.34,2.61,18690.5,11113.19,29803.69,Completed - Monitor
MR-00292,SR-00292,EQ-0170,Crawler Dozer,35T Class Dozer,SITE-01,2024-05-15,Inspection,Critical,9555,Swing Motor,Oil contamination,travel function loses power on incline,contaminated hydraulic oil,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic filter,TECH-0956,9.98,6.43,1835.33,4084.34,5919.67,Completed - Monitor
MR-00293,SR-00293,EQ-0106,Motor Grader,20T Class Excavator,SITE-02,2024-05-15,Corrective,Medium,11518,Hydraulic Line,Cylinder seal wear,hydraulic flow is low at operating temperature,high oil temperature,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic hose,TECH-0898,6.35,4.31,13790.71,9244.56,23035.27,Completed
MR-00294,SR-00294,EQ-0208,Motor Grader,30T Class Excavator,SITE-08,2024-05-15,Corrective,Medium,7106,Oil Cooler,Cylinder seal wear,pump noise increases during operation,blocked cooler core,"drained contaminated oil, flushed circuit and refilled with filtered oil",Cooler gasket set,TECH-0971,1.37,2.93,60097.95,7140.94,67238.89,Completed - Monitor
MR-00295,SR-00295,EQ-0136,Backhoe Loader,35T Class Dozer,SITE-08,2024-05-15,Corrective,High,6446,Bucket Cylinder,Valve spool binding,bucket cylinder leaking externally,loss of accumulator pre-charge,replaced damaged hose and pressure-tested circuit,Valve O-rings,TECH-0538,5.65,9.23,4411.72,8466.25,12877.97,Completed
MR-00296,SR-00296,EQ-0179,Crawler Dozer,45T Class Excavator,SITE-07,2024-05-15,Corrective,Critical,13289,Hydraulic Oil,Air ingress,pump noise increases during operation,high oil temperature,inspected hydraulic circuit and isolated affected component,Return filter element,TECH-0547,7.8,3.9,8975.67,13818.07,22793.74,Follow-up Required
MR-00297,SR-00297,EQ-0125,Wheel Loader,25T Class Dozer,SITE-07,2024-05-15,Inspection,Medium,7476,Bucket Cylinder,Accumulator pressure loss,travel function loses power on incline,blocked cooler core,inspected hydraulic circuit and isolated affected component,Hydraulic filter,TECH-0439,14.73,3.49,7684.08,2041.21,9725.29,Follow-up Required
MR-00298,SR-00298,EQ-0169,Motor Grader,45T Class Excavator,SITE-05,2024-05-15,Condition-Based,Medium,13022,Main Control Valve,Internal pump leakage,arm movement slow after hydraulic oil warms,high oil temperature,replaced damaged hose and pressure-tested circuit,Return filter element,TECH-0707,15.93,0.32,3593.6,13665.7,17259.3,Completed
MR-00299,SR-00299,EQ-0139,Hydraulic Excavator,30T Class Excavator,SITE-01,2024-05-15,Preventive,Critical,11794,Hydraulic Pump,Pilot pressure drop,bucket cylinder leaking externally,high oil temperature,inspected hydraulic circuit and isolated affected component,Hydraulic filter,TECH-0447,9.13,3.03,49714.52,8278.6,57993.12,Completed - Monitor
MR-00300,SR-00300,EQ-0169,Crawler Dozer,35T Class Dozer,SITE-07,2024-05-15,Inspection,High,2110,Boom Cylinder,Cooler restriction,pump noise increases during operation,contaminated hydraulic oil,"drained contaminated oil, flushed circuit and refilled with filtered oil",Cylinder seal kit,TECH-0140,5.4,11.4,21058.43,1506.39,22564.82,Closed
MR-00301,SR-00301,EQ-0236,Backhoe Loader,30T Class Excavator,SITE-05,2024-05-15,Preventive,High,5259,Hydraulic Pump,Air ingress,pump noise increases during operation,high oil temperature,"drained contaminated oil, flushed circuit and refilled with filtered oil",Return filter element,TECH-0460,10.57,8.36,6997.24,14802.72,21799.96,Completed
MR-00302,SR-00302,EQ-0208,Crawler Dozer,25T Class Dozer,SITE-06,2024-05-15,Condition-Based,Medium,16578,Hydraulic Filter,Line restriction,arm movement slow after hydraulic oil warms,blocked cooler core,tested pilot pressure and inspected pilot circuit,Valve O-rings,TECH-0666,15.01,9.61,30324.53,13001.72,43326.25,Follow-up Required
MR-00303,SR-00303,EQ-0133,Backhoe Loader,30T Class Excavator,SITE-08,2024-05-15,Corrective,Medium,18227,Travel Motor,Line restriction,travel function loses power on incline,high oil temperature,"drained contaminated oil, flushed circuit and refilled with filtered oil",Valve O-rings,TECH-0327,8.4,2.95,58226.13,7463.56,65689.69,Completed
MR-00304,SR-00304,EQ-0137,Hydraulic Excavator,35T Class Dozer,SITE-06,2024-05-15,Preventive,Low,3456,Pilot System,Internal pump leakage,travel function loses power on incline,blocked cooler core,tested pilot pressure and inspected pilot circuit,Cooler gasket set,TECH-0151,10.24,9.9,3787.91,9177.19,12965.1,Closed
MR-00305,SR-00305,EQ-0136,Crawler Dozer,20T Class Excavator,SITE-06,2024-05-15,Condition-Based,Medium,7925,Oil Cooler,Filter blockage,travel function loses power on incline,damaged cylinder seal,tested pilot pressure and inspected pilot circuit,Cooler gasket set,TECH-0916,11.75,7.9,11985.02,6026.68,18011.7,Completed
MR-00306,SR-00306,EQ-0210,Crawler Dozer,25T Class Dozer,SITE-06,2024-05-15,Condition-Based,Medium,3813,Arm Cylinder,Oil contamination,pump noise increases during operation,loss of accumulator pre-charge,replaced damaged hose and pressure-tested circuit,Cylinder seal kit,TECH-0273,13.09,6.53,10704.03,10037.29,20741.32,Closed
MR-00307,SR-00307,EQ-0206,Wheel Loader,30T Class Excavator,SITE-07,2024-05-15,Preventive,High,4186,Hydraulic Pump,Accumulator pressure loss,travel function loses power on incline,damaged cylinder seal,replaced damaged hose and pressure-tested circuit,Hydraulic filter,TECH-0514,1.36,3.68,2768.95,2020.49,4789.44,Completed - Monitor
MR-00308,SR-00308,EQ-0224,Motor Grader,45T Class Excavator,SITE-08,2024-05-15,Inspection,High,10513,Hydraulic Line,Accumulator pressure loss,travel function loses power on incline,loss of accumulator pre-charge,inspected hydraulic circuit and isolated affected component,Hydraulic filter,TECH-0830,4.49,2.16,48241.38,9402.02,57643.4,Closed
MR-00309,SR-00309,EQ-0118,Motor Grader,35T Class Dozer,SITE-07,2024-05-15,Preventive,Low,12966,Travel Motor,Valve spool binding,hydraulic flow is low at operating temperature,loss of accumulator pre-charge,"drained contaminated oil, flushed circuit and refilled with filtered oil",Cooler gasket set,TECH-0417,14.35,11.29,56684.98,14794.78,71479.76,Follow-up Required
MR-00310,SR-00310,EQ-0198,Hydraulic Excavator,20T Class Excavator,SITE-08,2024-05-15,Corrective,Medium,8712,Pilot System,Air ingress,bucket cylinder leaking externally,loss of accumulator pre-charge,tested pilot pressure and inspected pilot circuit,Cylinder seal kit,TECH-0102,10.45,4.5,33507.2,6735.54,40242.74,Follow-up Required
MR-00311,SR-00311,EQ-0226,Hydraulic Excavator,20T Class Excavator,SITE-08,2024-05-15,Inspection,Medium,4959,Hydraulic Oil,Valve spool binding,bucket cylinder leaking externally,damaged cylinder seal,tested pilot pressure and inspected pilot circuit,Cooler gasket set,TECH-0414,10.7,2.28,35176.69,11091.25,46267.94,Follow-up Required
MR-00312,SR-00312,EQ-0142,Motor Grader,35T Class Dozer,SITE-06,2024-05-15,Inspection,Medium,5382,Boom Cylinder,Valve spool binding,travel function loses power on incline,contaminated hydraulic oil,replaced damaged hose and pressure-tested circuit,Pump seal kit,TECH-0894,9.45,0.76,28775.46,5335.32,34110.78,Follow-up Required
MR-00313,SR-00313,EQ-0240,Motor Grader,35T Class Dozer,SITE-02,2024-05-15,Inspection,High,13670,Accumulator,Air ingress,hydraulic oil temperature rises during continuous operation,damaged cylinder seal,"drained contaminated oil, flushed circuit and refilled with filtered oil",Valve O-rings,TECH-0315,4.61,6.15,35576.99,8694.04,44271.03,Completed - Monitor
MR-00314,SR-00314,EQ-0219,Hydraulic Excavator,45T Class Excavator,SITE-03,2024-05-15,Preventive,Medium,10527,Pilot System,Cylinder seal wear,hydraulic flow is low at operating temperature,contaminated hydraulic oil,replaced damaged hose and pressure-tested circuit,Cylinder seal kit,TECH-0605,7.44,8.3,63121.15,9518.1,72639.25,Completed
MR-00315,SR-00315,EQ-0229,Hydraulic Excavator,45T Class Excavator,SITE-02,2024-05-15,Inspection,Critical,7911,Bucket Cylinder,Filter blockage,hydraulic oil temperature rises during continuous operation,damaged cylinder seal,inspected hydraulic circuit and isolated affected component,Cylinder seal kit,TECH-0697,5.41,10.19,32760.22,6441.42,39201.64,Completed
MR-00316,SR-00316,EQ-0114,Wheel Loader,25T Class Dozer,SITE-04,2024-05-15,Condition-Based,Low,4594,Travel Motor,Line restriction,pump noise increases during operation,loss of accumulator pre-charge,replaced damaged hose and pressure-tested circuit,Return filter element,TECH-0763,15.43,8.47,28714.93,11054.7,39769.63,Closed
MR-00317,SR-00317,EQ-0142,Motor Grader,25T Class Dozer,SITE-04,2024-05-15,Inspection,High,5781,Hydraulic Line,Air ingress,arm movement slow after hydraulic oil warms,damaged cylinder seal,replaced damaged hose and pressure-tested circuit,Pump seal kit,TECH-0745,15.55,7.98,53210.81,828.78,54039.59,Completed - Monitor
MR-00318,SR-00318,EQ-0187,Motor Grader,45T Class Excavator,SITE-01,2024-05-15,Inspection,Low,6066,Swing Motor,Oil contamination,hydraulic oil temperature rises during continuous operation,high oil temperature,replaced damaged hose and pressure-tested circuit,Valve O-rings,TECH-0921,13.85,0.31,43301.66,13574.75,56876.41,Follow-up Required
MR-00319,SR-00319,EQ-0154,Motor Grader,35T Class Dozer,SITE-03,2024-05-15,Corrective,Critical,18022,Pilot System,Valve spool binding,bucket cylinder leaking externally,blocked cooler core,inspected hydraulic circuit and isolated affected component,Pump seal kit,TECH-0983,5.52,8.31,55902.93,1025.75,56928.68,Closed
